Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
vans-sh-8-hi-2,,,,,,,,,5,,black,,,VN-07-black-5,0.0,shopify,15,deny,manual,129.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/e4f442f26b28594da101d152538d50d2_5a156171-9e3e-43d9-9397-6305bf079854.jpg?v=1667516261,2,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sh-8-hi-2,,,,,,,,,6,,black,,,VN-07-black-6,0.0,shopify,13,deny,manual,129.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/c33f5349bfd035c332b547fc332060bb_37272931-1180-484d-b214-6a67bb8044be.jpg?v=1667516261,3,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sh-8-hi-2,,,,,,,,,7,,black,,,VN-07-black-7,0.0,shopify,13,deny,manual,129.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/57379e1ebd610e5938fc62a64c800d36_0d649538-512b-43cf-a234-370ea2171410.jpg?v=1667516261,4,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sh-8-hi-2,,,,,,,,,8,,black,,,VN-07-black-8,0.0,shopify,8,deny,manual,129.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/f04a0ae799824ed5458e4f8c22691354_a4564550-7ae2-443d-b702-dfd9b2151350.jpg?v=1667516261,5,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sh-8-hi-2,,,,,,,,,9,,black,,,VN-07-black-9,0.0,shopify,18,deny,manual,129.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sh-8-hi-2,,,,,,,,,10,,black,,,VN-07-black-10,0.0,shopify,14,deny,manual,129.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sh-8-hi-2,,,,,,,,,11,,black,,,VN-07-black-11,0.0,shopify,17,deny,manual,129.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sh-8-hi-2,,,,,,,,,12,,black,,,VN-07-black-12,0.0,shopify,18,deny,manual,129.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-sh-8-hi-2,,,,,,,,,14,,black,,,VN-07-black-14,0.0,shopify,13,deny,manual,129.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
converse-toddler-chuck-taylor-all-star-axel-mid-1,CONVERSE | TODDLER CHUCK TAYLOR ALL STAR AXEL MID,"The Converse Chuck Taylor All Star Axel recasts the iconic original in a refreshed silhouette for a premium look and feel. A no-tie design lets kids slip them on and go, while a rubber outsole delivers reliable traction from the classroom to the playground.",CONVERSE,,SHOES,"converse, egnition-sample-data, kid",true,Size,5,Color,black,,,C-03-black-5,0.0,shopify,20,deny,manual,70.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/9e0022e2f92e19ed96c8f908f2cf1b40_ff682c05-e7b9-42f8-ab84-91361a49684a.jpg?v=1667516257,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
converse-toddler-chuck-taylor-all-star-axel-mid-1,,,,,,,,,6,,black,,,C-03-black-6,0.0,shopify,5,deny,manual,70.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/ccb1295a4de27c9e22baa70f93c80e11_926d3978-54fd-4752-b4ef-8f2870681b3d.jpg?v=1667516257,2,,,,,,,,,,,,,,,,,,,kg,,,,,
converse-toddler-chuck-taylor-all-star-axel-mid-1,,,,,,,,,7,,black,,,C-03-black-7,0.0,shopify,2,deny,manual,70.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/a1c5f2b0c38389be8616b23b4809d1eb_17b8bdb9-7fd3-4853-b717-bb12be0daa25.jpg?v=1667516257,3,,,,,,,,,,,,,,,,,,,kg,,,,,
converse-toddler-chuck-taylor-all-star-axel-mid-1,,,,,,,,,8,,black,,,C-03-black-8,0.0,shopify,18,deny,manual,70.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/e80b902b3f4690444edb80c1462b262c_5bdf3fb1-7794-4132-a624-c85c27f14e3e.jpg?v=1667516257,4,,,,,,,,,,,,,,,,,,,kg,,,,,
converse-toddler-chuck-taylor-all-star-axel-mid-1,,,,,,,,,9,,black,,,C-03-black-9,0.0,shopify,9,deny,manual,70.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/d6b14300fa5787e09152538830682ce3_d1a54e19-470d-420b-9928-2b7040fdfe2a.jpg?v=1667516257,5,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-era-59-desert-cowboy-2,VANS | ERA 59 (DESERT COWBOY),"Vans are a staple in skate culture and street style, and the Vans Era 59 is no exception. This classic lace-up skate shoe is focused on ultimate comfort and cool. Constructed from canvas with leather accents which sets it apart from the original Era, it features a soft footbed, double stitched vamp, a padded tongue and lining, as well as Vans' signature waffle sole. ",VANS,,SHOES,"egnition-sample-data, men, summer, vans",true,Size,9,Color,light_brown,,,VN-06-light_brown-9,0.0,shopify,1,deny,manual,109.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/b6257e8a4b6a5805da251cb090a82b09_ac6adae3-a7ad-48cf-986d-a0ca8636efab.jpg?v=1667516256,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
vans-era-59-desert-cowboy-2,,,,,,,,,10,,light_brown,,,VN-06-light_brown-10,0.0,shopify,18,deny,manual,109.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/d025a70b9e83bf6749e31faffbf0eda2_6d6eefc0-46e2-4901-ad4c-e2f0f45f8f3b.jpg?v=1667516256,2,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-era-59-desert-cowboy-2,,,,,,,,,11,,light_brown,,,VN-06-light_brown-11,0.0,shopify,4,deny,manual,109.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/aff688191f200039ff779e53441f786e_9cdc9613-ac47-4b35-8b45-f89f386b2ba5.jpg?v=1667516256,3,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-era-59-desert-cowboy-2,,,,,,,,,12,,light_brown,,,VN-06-light_brown-12,0.0,shopify,1,deny,manual,109.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/dad6dc6854fa34fc6c3a653283b72fa8_486e2d01-4875-4532-a85f-4afcbee67196.jpg?v=1667516256,4,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-era-59-desert-cowboy-2,,,,,,,,,13,,light_brown,,,VN-06-light_brown-13,0.0,shopify,12,deny,manual,109.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/4082c622251534264e7eedf8f34682f8_e354b285-c0d1-42db-86f2-ac828491f678.jpg?v=1667516256,5,,,,,,,,,,,,,,,,,,,kg,,,,,
converse-chuck-taylor-all-star-ii-hi-1,CONVERSE | CHUCK TAYLOR ALL STAR II HI,"Introducing the Converse Chuck Taylor All Star II Hi sneaker. Retaining the revolutionary silhouette we all rely on, but now made ever better. New features include Lunarlon sockliner adds cushioning and arch support. Micro-suede lining, premium textured shield canvas construction and a padded, non-slip tongue deliver superior comfort and durability. Moulded eyelets add a premium touch. The embossed, screen-printed license plate and embroidered, star-centered ankle patch add striking depth and dimension to recognizable, classic details.",CONVERSE,,SHOES,"converse, egnition-sample-data, men, summer",true,Size,4,Color,black,,,C-02-black-4,0.0,shopify,13,deny,manual,140.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/23550440c4ccab05e4fc1ebd85e742cc_a3e33b19-88de-4f4a-9bb2-0333e92729ac.jpg?v=1667516253,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
converse-chuck-taylor-all-star-ii-hi-1,,,,,,,,,5,,black,,,C-02-black-5,0.0,shopify,4,deny,manual,140.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/e4bd9a72977ef0e6f32322165f28d49e_2e8cf54d-cec1-43b3-bee0-8164418e9c22.jpg?v=1667516253,2,,,,,,,,,,,,,,,,,,,kg,,,,,
converse-chuck-taylor-all-star-ii-hi-1,,,,,,,,,6,,black,,,C-02-black-6,0.0,shopify,4,deny,manual,140.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/3a173ea06223afea8ddebf0ac5d50377_cc5ef98c-1339-4cc0-af76-2da00e942d15.jpg?v=1667516253,3,,,,,,,,,,,,,,,,,,,kg,,,,,
converse-chuck-taylor-all-star-ii-hi-1,,,,,,,,,7,,black,,,C-02-black-7,0.0,shopify,5,deny,manual,140.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/3bf0245b901dd69d0cb873a8540b2a82_24242c68-917b-4912-94f9-5e6abb4ddee6.jpg?v=1667516253,4,,,,,,,,,,,,,,,,,,,kg,,,,,
converse-chuck-taylor-all-star-ii-hi-1,,,,,,,,,9,,black,,,C-02-black-9,0.0,shopify,5,deny,manual,140.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/78fd46fb89e820a895e55283ee11fea3_3ac2ebc6-5549-4392-b6b1-414b770f65ea.jpg?v=1667516253,5,,,,,,,,,,,,,,,,,,,kg,,,,,
converse-chuck-taylor-all-star-ii-hi-1,,,,,,,,,11,,black,,,C-02-black-11,0.0,shopify,17,deny,manual,140.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
converse-chuck-taylor-all-star-ii-hi-1,,,,,,,,,13,,black,,,C-02-black-13,0.0,shopify,15,deny,manual,140.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
adidas-superstar-80s-2,ADIDAS | SUPERSTAR 80S,"There's a shell toe for every season, and the adidas Originals Superstar 80s shoes have a full grain leather upper with a shiny badge on the tongue that makes these shoes ready for any time of year.",ADIDAS,,SHOES,"adidas, autumn, egnition-sample-data, men, spring, summer",true,Size,5,Color,white,,,AD-01-white-5,0.0,shopify,12,deny,manual,170.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/44694ee386818f3276566210464cf341_538fadce-d6c0-45f4-8a0b-9b8aa4382dff.jpg?v=1667516251,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
adidas-superstar-80s-2,,,,,,,,,6,,white,,,AD-01-white-6,0.0,shopify,16,deny,manual,170.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/b5176e5151cdf20d15cff3f551274753_5d2f2a7c-261b-48a1-9068-79cc97b0771c.jpg?v=1667516251,2,,,,,,,,,,,,,,,,,,,kg,,,,,
adidas-superstar-80s-2,,,,,,,,,7,,white,,,AD-01-white-7,0.0,shopify,4,deny,manual,170.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/6eb0aa9fdb271e5954b2f0d09a0640e4_d54b5426-588a-4db5-98e3-fef90bc2e3b1.jpg?v=1667516251,3,,,,,,,,,,,,,,,,,,,kg,,,,,
adidas-superstar-80s-2,,,,,,,,,9,,white,,,AD-01-white-9,0.0,shopify,20,deny,manual,170.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/015219de8a5be46a3b0a7b9089112d74_d0fd78b6-0ec3-45c0-87ca-58bf0b1619a4.jpg?v=1667516251,4,,,,,,,,,,,,,,,,,,,kg,,,,,
adidas-superstar-80s-2,,,,,,,,,10,,white,,,AD-01-white-10,0.0,shopify,5,deny,manual,170.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/e8490702c423e6c62d356cace500822f_75140316-8f5a-4db2-978e-705f8f08b8ca.jpg?v=1667516251,5,,,,,,,,,,,,,,,,,,,kg,,,,,
adidas-superstar-80s-2,,,,,,,,,11,,white,,,AD-01-white-11,0.0,shopify,6,deny,manual,170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
adidas-superstar-80s-2,,,,,,,,,12,,white,,,AD-01-white-12,0.0,shopify,6,deny,manual,170.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
converse-chuck-taylor-all-star-lo-1,CONVERSE | CHUCK TAYLOR ALL STAR LO,"The Converse Chuck Taylor All Star II Lo sneaker. Retaining the revolutionary silhouette we all rely on, but now made even better. New features include Lunarlon sockliner, adding cushioning and arch support. Micro-suede lining, premium canvas construction and a padded, non-slip tongue deliver superior comfort and durability. Moulded eyelets add a premium touch. The embossed, screen-printed license plate and embroidered, star-centered ankle patch add striking depth and dimension to recognizable, classic details.",CONVERSE,,SHOES,"converse, egnition-sample-data, men, summer",true,Size,3,Color,white,,,C-01-white-3,0.0,shopify,16,deny,manual,100.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/fae150570c8ce6ddc4f787bf77b02c95_a68ff0bd-59bd-4eb9-a6f1-82202b1a197d.jpg?v=1667516248,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
converse-chuck-taylor-all-star-lo-1,,,,,,,,,4,,white,,,C-01-white-4,0.0,shopify,11,deny,manual,100.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/c7ba291151a4993bca678f735fbe78b4_22c8340a-bbf2-4b90-be53-662fb06eb9a7.jpg?v=1667516248,2,,,,,,,,,,,,,,,,,,,kg,,,,,
converse-chuck-taylor-all-star-lo-1,,,,,,,,,5,,white,,,C-01-white-5,0.0,shopify,2,deny,manual,100.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/1b19e25fcdd1d5f8a4aa625c02f0e04c_8fd1474c-c119-42e0-8f15-d78364f0af9d.jpg?v=1667516248,3,,,,,,,,,,,,,,,,,,,kg,,,,,
converse-chuck-taylor-all-star-lo-1,,,,,,,,,6,,white,,,C-01-white-6,0.0,shopify,2,deny,manual,100.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/e1a602299eadb59238aecf3781d184b7_baa4aacb-e16c-419e-b28f-1cd70c60824b.jpg?v=1667516248,4,,,,,,,,,,,,,,,,,,,kg,,,,,
converse-chuck-taylor-all-star-lo-1,,,,,,,,,7,,white,,,C-01-white-7,0.0,shopify,7,deny,manual,100.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/6d8a2bfbdcd51482a2b0eaac948acd21_064a3632-9e29-4a83-a022-6332fb06c2c3.jpg?v=1667516248,5,,,,,,,,,,,,,,,,,,,kg,,,,,
converse-chuck-taylor-all-star-lo-1,,,,,,,,,8,,white,,,C-01-white-8,0.0,shopify,14,deny,manual,100.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
converse-chuck-taylor-all-star-lo-1,,,,,,,,,9,,white,,,C-01-white-9,0.0,shopify,8,deny,manual,100.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
converse-chuck-taylor-all-star-lo-1,,,,,,,,,10,,white,,,C-01-white-10,0.0,shopify,2,deny,manual,100.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
converse-chuck-taylor-all-star-lo-1,,,,,,,,,11,,white,,,C-01-white-11,0.0,shopify,9,deny,manual,100.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
converse-chuck-taylor-all-star-lo-1,,,,,,,,,12,,white,,,C-01-white-12,0.0,shopify,10,deny,manual,100.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
converse-chuck-taylor-all-star-lo-1,,,,,,,,,13,,white,,,C-01-white-13,0.0,shopify,9,deny,manual,100.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
supra-mens-vaider-2,SUPRA | MENS VAIDER,Supra introduces the Vaider. A stylishly designed high top upper on a vulcanized sole that supplies excellent traction and board feel. A padded collar and tongue lining provide superior comfort,SUPRA,,SHOES,"autumn, egnition-sample-data, men, spring, summer, supra",true,Size,9,Color,gray,,,su-01-gray-9,0.0,shopify,12,deny,manual,169.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/401f6d6c355012d9eb8749feda025256_a2676e3d-ef1d-4cf0-8242-a764339197f5.jpg?v=1667516247,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
supra-mens-vaider-2,,,,,,,,,10,,gray,,,su-01-gray-10,0.0,shopify,19,deny,manual,169.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/2b2fdffdc54e25749cffcc79cc55064a_0ae2bdfc-af08-4889-9a8d-697b90e6190e.jpg?v=1667516247,2,,,,,,,,,,,,,,,,,,,kg,,,,,
supra-mens-vaider-2,,,,,,,,,11,,gray,,,su-01-gray-11,0.0,shopify,9,deny,manual,169.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/b34a89dd1559c69852bd8268db4ed9e2_bb699c43-7d85-490c-8e59-cbee652a8b35.jpg?v=1667516247,3,,,,,,,,,,,,,,,,,,,kg,,,,,
supra-mens-vaider-2,,,,,,,,,12,,gray,,,su-01-gray-12,0.0,shopify,12,deny,manual,169.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/ae9ae979b6a39043dead233f0b95c469_d0dae2fc-c552-4da0-a7d5-e5d5c250fd06.jpg?v=1667516247,4,,,,,,,,,,,,,,,,,,,kg,,,,,
supra-mens-vaider-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/d4a80c3f805447df25a794dafa25a8ac_96aca705-f67d-4349-a4b8-cba451aadbd0.jpg?v=1667516247,5,,,,,,,,,,,,,,,,,,,,,,,,
dr-martens-1460z-dmc-8-eye-boot-cherry-smooth-1,DR MARTENS | 1460Z DMC 8-EYE BOOT | CHERRY SMOOTH,"Make a statement with these iconic Dr Marten boots. This classic style has stood the test of time thanks to the combination of reinvented styling and the rugged yet urban look. Crafted with high-quality, durable leathers, the 1460OZ DMC 8-Eye Boot Cherry Smooth is made to last and will only get better with time. This lace-up boot features the iconic Dr Martens air-cushioned sole offering good abrasion and slip resistance, and is made with Goodyear welt - the sole and upper are heat-sealed and sewn together.",DR MARTENS,,SHOES,"autumn, drmartens, egnition-sample-data, spring, women",true,Size,3,Color,red,,,DM-03-red-3,0.0,shopify,7,deny,manual,249.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/633e8800dbc6dc5704b35fd027e4eeaa_b9ecc3eb-fc93-436a-9e45-3b7307663b5b.jpg?v=1667516243,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
dr-martens-1460z-dmc-8-eye-boot-cherry-smooth-1,,,,,,,,,4,,red,,,DM-03-red-4,0.0,shopify,17,deny,manual,249.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/03b22296d47b97717f066ad08efa188a_50c1930a-4e65-4b25-99ea-e37b91e30f66.jpg?v=1667516243,2,,,,,,,,,,,,,,,,,,,kg,,,,,
dr-martens-1460z-dmc-8-eye-boot-cherry-smooth-1,,,,,,,,,5,,red,,,DM-03-red-5,0.0,shopify,15,deny,manual,249.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/46bfe44252168c8026e3f193a9cae058_9f05ebbe-44a8-4695-b258-1102d2b3ad5f.jpg?v=1667516243,3,,,,,,,,,,,,,,,,,,,kg,,,,,
dr-martens-1460z-dmc-8-eye-boot-cherry-smooth-1,,,,,,,,,6,,red,,,DM-03-red-6,0.0,shopify,13,deny,manual,249.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/908519f7cd4790765ebf6f2c88d5275a_138e8eb5-2fb6-43c0-b79d-8880f534f11c.jpg?v=1667516243,4,,,,,,,,,,,,,,,,,,,kg,,,,,
dr-martens-1460z-dmc-8-eye-boot-cherry-smooth-1,,,,,,,,,7,,red,,,DM-03-red-7,0.0,shopify,4,deny,manual,249.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/f4ee52a9e1ea7d0c5b959fe475d2418f_b653f6f7-ad4f-4397-934d-36205a97fe49.jpg?v=1667516243,5,,,,,,,,,,,,,,,,,,,kg,,,,,
dr-martens-1460z-dmc-8-eye-boot-cherry-smooth-1,,,,,,,,,8,,red,,,DM-03-red-8,0.0,shopify,20,deny,manual,249.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
dr-martens-1460z-dmc-8-eye-boot-cherry-smooth-1,,,,,,,,,10,,red,,,DM-03-red-10,0.0,shopify,3,deny,manual,249.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
dr-martens-1460z-dmc-8-eye-boot-cherry-smooth-1,,,,,,,,,11,,red,,,DM-03-red-11,0.0,shopify,16,deny,manual,249.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
dr-martens-1460z-dmc-8-eye-boot-cherry-smooth-1,,,,,,,,,12,,red,,,DM-03-red-12,0.0,shopify,19,deny,manual,249.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
dr-martens-1460z-dmc-8-eye-boot-cherry-smooth-1,,,,,,,,,13,,red,,,DM-03-red-13,0.0,shopify,0,deny,manual,249.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
dr-martens-1460z-dmc-8-eye-boot-cherry-smooth-1,,,,,,,,,15,,red,,,DM-03-red-15,0.0,shopify,8,deny,manual,249.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
puma-suede-classic-regal-2,PUMA | SUEDE CLASSIC REGAL,"First introduced in 1968, the Puma Suede Classic is Puma's most epic sneaker with its athletic inspired design and smooth suede. The Puma Suede Classic Regal Red/White is constructed with a suede upper and contrasting low profile rubber sole, and fat laces, the classic continues to make its mark on the streets today.",PUMA,,SHOES,"egnition-sample-data, men, puma, summer",true,Size,5,Color,red,,,PM-01-red-5,0.0,shopify,20,deny,manual,110.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/e7a2b189514d134630552681e4c8bc07_9a9a4d4f-4ebf-434d-b9d5-124cb36ca413.jpg?v=1667516242,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
puma-suede-classic-regal-2,,,,,,,,,6,,red,,,PM-01-red-6,0.0,shopify,17,deny,manual,110.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/5fe3e1be9e0d18d258b82926ae85b615_3fcea37c-87ae-4ea1-80a7-03c86a4e47d4.jpg?v=1667516242,2,,,,,,,,,,,,,,,,,,,kg,,,,,
puma-suede-classic-regal-2,,,,,,,,,7,,red,,,PM-01-red-7,0.0,shopify,11,deny,manual,110.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/ecea2098a51def12d369589555d311b8_dbedf96b-c99c-42d4-aa58-153537bb2fe7.jpg?v=1667516242,3,,,,,,,,,,,,,,,,,,,kg,,,,,
puma-suede-classic-regal-2,,,,,,,,,8,,red,,,PM-01-red-8,0.0,shopify,6,deny,manual,110.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/0507c91ca02c25cbadad6a2b0e01c914_73bba1d0-c630-4c86-b15d-224e5a25ea26.jpg?v=1667516242,4,,,,,,,,,,,,,,,,,,,kg,,,,,
puma-suede-classic-regal-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/a9395927d8bbeb473d8d51156f730f21_20dc5c3b-48c5-4cdf-a611-be1a61d52b27.jpg?v=1667516242,5,,,,,,,,,,,,,,,,,,,,,,,,
dr-martens-cavendish-3-eye-shoe-black-1,DR MARTENS | CAVENDISH 3-EYE SHOE BLACK,"Make a statement with the Dr Marten's Cavendish 3-Eye shoe. Stamped with Docs trademade look, this lace-up shoe is crafted with high-quality, durable smooth leather, and has been made to last. This unique shoe features an air-cushioned sole offering good abrasion and slip resistance, and is made with Goodyear welt - the sole and upper are heat-sealed and sewn together.",DR MARTENS,,SHOES,"autumn, drmartens, egnition-sample-data, women",true,Size,4,Color,black,,,DM-02-black-4,0.0,shopify,11,deny,manual,229.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/8d7a6c39d295441c940cb2bacfd34794_a37551ff-eb18-4590-b194-0343f2b03526.jpg?v=1667516238,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
dr-martens-cavendish-3-eye-shoe-black-1,,,,,,,,,5,,black,,,DM-02-black-5,0.0,shopify,10,deny,manual,229.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/5e9b81fa0cc9e624f05135f9d6a5e9c6_fdb50308-e272-476a-b63d-a6f5e7162750.jpg?v=1667516238,2,,,,,,,,,,,,,,,,,,,kg,,,,,
dr-martens-cavendish-3-eye-shoe-black-1,,,,,,,,,6,,black,,,DM-02-black-6,0.0,shopify,2,deny,manual,229.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/c89d6c41716d18d35a319b2fc9076f00_a0c3c1d1-2ea6-44ba-ac5e-57e0ffd2ed01.jpg?v=1667516238,3,,,,,,,,,,,,,,,,,,,kg,,,,,
dr-martens-cavendish-3-eye-shoe-black-1,,,,,,,,,7,,black,,,DM-02-black-7,0.0,shopify,15,deny,manual,229.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/f531a2e3638b96c7dfbb8996be358a71_1f851ada-370f-4e44-ae5a-f9caa0369c86.jpg?v=1667516238,4,,,,,,,,,,,,,,,,,,,kg,,,,,
dr-martens-cavendish-3-eye-shoe-black-1,,,,,,,,,8,,black,,,DM-02-black-8,0.0,shopify,9,deny,manual,229.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/6fa35f6e73c14056c983b3779f4933b8_6e870083-1cbc-4227-b50c-a6dd5bd5e1ad.jpg?v=1667516238,5,,,,,,,,,,,,,,,,,,,kg,,,,,
dr-martens-cavendish-3-eye-shoe-black-1,,,,,,,,,9,,black,,,DM-02-black-9,0.0,shopify,6,deny,manual,229.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
asics-tiger-gel-lyte-v-30-years-of-gel-pack-2,ASICS TIGER | GEL-LYTE V '30 YEARS OF GEL' PACK,"The iconic ASICS Tiger GEL-Lyte III was originally released in 1990. Having over two decades of performance heritage, it offers fine design detailing and a padded split tongue to eliminate tongue movement, built on a sleek silhouette. It comes as no surprise the Gel-Lyte III is a fast growing popular choice for sneaker enthusiasts all over the world.",ASICS TIGER,,SHOES,"asics-tiger, autumn, egnition-sample-data, men, spring",true,Size,4,Color,black,,,AsTi-01-black-4,0.0,shopify,11,deny,manual,220.00,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/343bfbfc1a10a39a528a3d34367669c2_9259f550-3ff2-4b18-9e38-2d5e8f15bdf7.jpg?v=1667516237,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
